"doc_id","title","file_path","file_size_kb","doc_type","domain","phase","last_updated","status","archive_reason"
"V9-DOC-0201","代码多层嵌套评审报告","explanation/nested-code-review-report.md","25.7","other","general","retrospective","2026-07-16","active",""
"V9-DOC-0202","DEPRECATED - news-data-definition.md","explanation/news-data-definition.md","8.8","other","data","general","2026-07-16","active",""
"V9-DOC-0203","代码质量优化处理计划","explanation/optimization-plan.md","37.8","other","general","general","2026-07-16","active",""
"V9-DOC-0204","优化计划执行进度报告（P1 服务层中优项推进）","explanation/optimization-progress-report.md","25.5","other","general","retrospective","2026-07-16","active",""
"V9-DOC-0205","股票池看板迁移 + 采集进度汇报 + 既有债务治理完成","explanation/overview.md","15.1","other","general","general","2026-07-16","active",""
"V9-DOC-0206","页面结构与五舱布局","explanation/page-structure.md","3.7","other","general","general","2026-07-16","active",""
"V9-DOC-0207","V9 待处理事项清单（Backlog）","explanation/pending-items-backlog-20260704.md","9.6","other","general","general","2026-07-16","active",""
"V9-DOC-0208","V9 未完成任务清单（已验证版）","explanation/pending-tasks-inventory-20260701.md","10.8","other","general","general","2026-07-16","active",""
"V9-DOC-0209","V9 渗透测试自查报告（P0-03）","explanation/penetration-test-report.md","5.3","other","qa","testing","2026-07-16","active",""
"V9-DOC-0210","V9 性能基线","explanation/performance-baseline.md","2.9","other","general","general","2026-07-16","active",""
"V9-DOC-0211","体系化上线测试检查清单 Skill","explanation/production-release-checklist-SKILL.md","13.9","other","product","deployment","2026-07-16","active",""
"V9-DOC-0212","质量门禁实测基线（2026-06-25）","explanation/quality-gates-baseline.md","4.5","other","qa","testing","2026-07-16","active",""
"V9-DOC-0213","RBAC 整合：可行性分析 + 实施计划 + 整改方案","explanation/rbac整合可行性分析与实施计划-2026-07-08.md","11.2","other","general","general","2026-07-16","active",""
"V9-DOC-0214","explanation — 架构解释","explanation/README.md","2.1","other","general","general","2026-07-17","active",""
"V9-DOC-0215","变更影响分析报告","explanation/refactor-impact-analysis-2026-06-27.md","13.9","other","backend","general","2026-07-16","active",""
"V9-DOC-0216","回归测试套件模板","explanation/regression-suite.md","3.3","other","frontend","general","2026-07-16","active",""
"V9-DOC-0217","股票池看板迁移回归测试报告","explanation/regression-test-report.md","5.7","other","qa","testing","2026-07-16","active",""
"V9-DOC-0218","FinSightV9 分析报告输出功能架构评估","explanation/report-generation-architecture-assessment.md","7.3","other","architecture","design","2026-07-16","active",""
"V9-DOC-0219","V9 回滚方案演练记录（P0-08）","explanation/rollback-drill-report.md","10.7","other","general","retrospective","2026-07-16","active",""
"V9-DOC-0220","运维与发布手册（Runbook）","explanation/runbook.md","2.1","other","general","deployment","2026-07-16","active",""
"V9-DOC-0221","DEPRECATED - seven-dim-config-data-definition.md","explanation/seven-dim-config-data-definition.md","18.4","other","data","general","2026-07-16","active",""
"V9-DOC-0222","宋韵美学设计指南（Song Aesthetics）","explanation/song-aesthetics.md","1.7","other","general","general","2026-07-16","active",""
"V9-DOC-0223","状态管理规范","explanation/state-management.md","5","other","project","general","2026-07-16","active",""
"V9-DOC-0224","V9 选股策略总文档","explanation/stock-selection-strategy.md","7.9","other","general","general","2026-07-16","active",""
"V9-DOC-0225","智能投研复盘系统 V9 — 系统架构与设计文档","explanation/system-architecture.md","17.7","other","architecture","design","2026-07-16","active",""
"V9-DOC-0226","任务图模板","explanation/task-graph-template.md","3.8","other","general","general","2026-07-16","active",""
"V9-DOC-0227","令牌使用 Cookbook（token-usage-cookbook）","explanation/token-usage-cookbook.md","2.8","other","frontend","general","2026-07-16","active",""
"V9-DOC-0228","交易核心因子与复盘指标导入","explanation/trading-core-factors.md","9.6","other","backend","general","2026-07-16","active",""
"V9-DOC-0229","V9 UI 设计优化分布式 AGENT 任务执行清单","explanation/ui-design-agent-execution-plan.md","12.9","other","frontend","design","2026-07-16","active",""
"V9-DOC-0230","V6 Pro UI / Page 吸收落地总结（仅 UI 展示层，不动数据架构）","explanation/ui-only-implementation-summary.md","7.8","other","frontend","development","2026-07-16","active",""
"V9-DOC-0231","V10 架构白皮书与 V9 对齐报告","explanation/v10-architecture-alignment.md","13.3","other","architecture","design","2026-07-16","active",""
"V9-DOC-0232","V6 → V9 架构一致性整改行动清单","explanation/v6-v9-architecture-audit-action-list.md","16.9","other","architecture","design","2026-07-16","active",""
"V9-DOC-0233","V6 Pro → V9 源码比对与二次开发重点模块梳理","explanation/v6pro-to-v9-migration-analysis.md","28.2","other","backend","general","2026-07-16","active",""
"V9-DOC-0234","V6 Pro 备份源码/线上站点 与 V9 当前项目 UI & Page 差异全量对比报告","explanation/v6pro-ui-page-diff-report.md","22.6","other","frontend","retrospective","2026-07-16","active",""
"V9-DOC-0235","V9 代码质量校对分析报告","explanation/v9-code-quality-audit-report-20260629.md","35","other","qa","testing","2026-07-17","active",""
"V9-DOC-0236","V9 代码质量校对分析报告（2026-07-13 更新）","explanation/v9-code-quality-audit-report-20260713.md","6.4","other","qa","testing","2026-07-16","active",""
"V9-DOC-0237","V9 数据库实体关系蓝图 (ER)","explanation/v9-data-relationship-er.md","6.5","other","data","general","2026-07-16","active",""
"V9-DOC-0238","V9 问题整改管理与调度记录","explanation/v9-issue-management.md","8.2","other","project","general","2026-07-16","active",""
"V9-DOC-0239","V9 L2 状态层补齐路线图","explanation/v9-l2状态层补齐路线图.md","19.2","other","general","general","2026-07-16","active",""
"V9-DOC-0240","V9 蓝图补全整改任务清单 — 批次 E（v15/v16 新增 Store）","explanation/v9-rectification-tasks-v15-v16.md","5.9","other","general","general","2026-07-16","active",""
"V9-DOC-0241","V9 策略架构文档","explanation/v9-strategy-architecture.md","46.7","other","architecture","design","2026-07-16","active",""
"V9-DOC-0242","V9 代码实现分析报告","explanation/v9-代码实现分析报告.md","8","other","general","general","2026-07-16","active",""
"V9-DOC-0243","V9 体系化上线测试 TODO LIST","explanation/V9-体系化上线测试-TODO-LIST.md","17.4","other","general","general","2026-07-16","active",""
"V9-DOC-0244","V9 架构缺陷与整改行动清单","explanation/v9-架构缺陷与整改行动清单.md","8.7","other","general","general","2026-07-16","active",""
"V9-DOC-0245","V9 架构覆盖分析报告","explanation/v9-架构覆盖分析报告.md","5.6","other","general","general","2026-07-16","active",""
"V9-DOC-0246","V9 目标功能清单","explanation/v9-目标功能清单.md","4.6","other","general","general","2026-07-16","active",""
"V9-DOC-0247","V9 漏洞扫描报告与处理建议","explanation/vulnerability-scan-report.md","7.4","other","general","retrospective","2026-07-16","active",""
"V9-DOC-0248","每周数据蓝图一致性检查 — 2026-06-30","explanation/weekly-check-2026-06-30.md","6.6","other","general","general","2026-07-16","active",""
"V9-DOC-0249","双通道投研评分系统技术方案（可行性论证报告）","explanation/双通道投研评分系统技术方案.md","23.4","other","general","general","2026-07-16","active",""
"V9-DOC-0250","快速入门","guides/getting-started.md","0.8","other","frontend","development","2026-07-16","active",""
"V9-DOC-0251","如何新增 Service","guides/how-to-add-service.md","0.9","other","frontend","development","2026-07-16","active",""
"V9-DOC-0252","如何新增 Store","guides/how-to-add-store.md","0.9","other","frontend","development","2026-07-16","active",""
"V9-DOC-0253","如何新增 Widget","guides/how-to-add-widget.md","0.9","other","frontend","development","2026-07-16","active",""
"V9-DOC-0254","V9 模块完成度剖面图 — 批次 B（输入舱）","how-to/testing/completeness-profile-batch2.md","7.2","other","qa","development","2026-07-16","active",""
"V9-DOC-0255","剩余复杂度整改任务清单与计划（2026-07-12）","how-to/testing/complexity-remediation-plan.md","16.4","other","qa","development","2026-07-16","active",""
"V9-DOC-0256","V9 三层测试策略","how-to/testing/testing-strategy.md","2.9","other","qa","development","2026-07-16","active",""
"V9-DOC-0257","代码评审指南与质量门禁 SOP","how-to/code-review-guide.md","19","other","frontend","development","2026-07-16","active",""
"V9-DOC-0258","V9 文件管理规范","how-to/FILE-MANAGEMENT-GUIDE.md","18.6","other","frontend","development","2026-07-17","active",""
"V9-DOC-0259","自定义 Hook 使用指南","how-to/hooks-guide.md","3.3","other","frontend","development","2026-07-16","active",""
"V9-DOC-0260","如何新增一个 Service（DataBridge + Envelope 路由）","how-to/how-to-add-service.md","11.2","other","backend","development","2026-07-16","active",""
"V9-DOC-0261","如何新增一个 Store（Zustand + withBroadcast）","how-to/how-to-add-store.md","10.3","other","data","development","2026-07-16","active",""
"V9-DOC-0262","如何新增一个 Widget（WidgetShell + 事件总线）","how-to/how-to-add-widget.md","12.3","other","frontend","development","2026-07-16","active",""
"V9-DOC-0263","MCP 权限控制开发指南","how-to/mcp-acl-guide.md","12.5","other","frontend","development","2026-07-16","active",""
"V9-DOC-0264","V9 PWA 离线化实施指南","how-to/pwa-offline-guide.md","6.3","other","frontend","development","2026-07-16","active",""
"V9-DOC-0265","how-to — 操作指南","how-to/README.md","1.5","other","general","development","2026-07-17","active",""
"V9-DOC-0266","V9 视觉回归基线管理规范","how-to/visual-regression-guide.md","6.1","other","frontend","development","2026-07-16","active",""
"V9-DOC-0267","Widget 开发指南","how-to/widget-development-guide.md","14.5","other","frontend","development","2026-07-16","active",""
"V9-DOC-0268","数据层总览","modules/data-layer-overview.md","0.5","other","architecture","general","2026-07-16","active",""
"V9-DOC-0269","modules — 模块文档（兼容重定向）","modules/README.md","0.8","other","general","general","2026-07-17","active",""
"V9-DOC-0270","部署说明","ops/deployment.md","0.3","other","general","deployment","2026-07-16","active",""
"V9-DOC-0271","运行手册","ops/runbook.md","0.3","other","general","deployment","2026-07-16","active",""
"V9-DOC-0272","V9 自主工作流优化策略","prompts/autonomous-workflow-optimization.md","13.5","other","project","general","2026-07-16","active",""
"V9-DOC-0273","V9 自主工作流使用指南","prompts/autonomous-workflow-user-guide.md","9.9","other","frontend","development","2026-07-16","active",""
"V9-DOC-0274","AI Engineering Governance — V9 智能投研复盘系统","prompts/README.md","16.3","other","general","general","2026-07-16","active",""
"V9-DOC-0275","Service 集成开发指南","prompts/service-integration-guide.md","22.9","other","frontend","development","2026-07-16","active",""
"V9-DOC-0276","Store 集成开发指南","prompts/store-integration-guide.md","22.5","other","frontend","development","2026-07-16","active",""
"V9-DOC-0277","审计脚本误报分析报告","reference/changelogs/2026-07/2026-07-05-audit-false-positive-analysis.md","6.7","other","backend","testing","2026-07-16","active",""
"V9-DOC-0278","颜色硬编码治理 - P1 批次技术日志","reference/changelogs/2026-07/2026-07-05-color-refactor-p1.md","4.5","other","frontend","general","2026-07-16","active",""
"V9-DOC-0279","颜色硬编码治理 - P2 批次技术日志","reference/changelogs/2026-07/2026-07-05-color-refactor-p2.md","5.8","other","frontend","general","2026-07-16","active",""
"V9-DOC-0280","颜色令牌重构清单","reference/changelogs/2026-07/2026-07-05-color-token-refactor.md","5.9","other","frontend","general","2026-07-16","active",""
"V9-DOC-0281","全面检测、总结与整改报告 — 2026-07-05","reference/changelogs/2026-07/2026-07-05-comprehensive-audit-and-remediation.md","8.8","other","qa","testing","2026-07-16","active",""
"V9-DOC-0282","技术日志：DataBridge.query() 实现与 dataLayer 读操作改造","reference/changelogs/2026-07/2026-07-05-databridge-query-implementation.md","8.6","other","data","development","2026-07-16","active",""
"V9-DOC-0283","2026-07-05 模块注册体系建立与未注册文件全量集成","reference/changelogs/2026-07/2026-07-05-module-registry-and-integration.md","6.3","other","general","general","2026-07-16","active",""
"V9-DOC-0284","Jira 任务单归档:P0-5 缺陷 + 6 个历史 Bug 修复","reference/changelogs/2026-07/2026-07-05-p0-5-and-legacy-bugs-jira-tickets.md","15","other","general","general","2026-07-16","active",""
"V9-DOC-0285","P2 批次完成报告 & 后续迭代任务清单 — 2026-07-05","reference/changelogs/2026-07/2026-07-05-p2-completion-and-backlog.md","8.4","other","general","general","2026-07-16","active",""
"V9-DOC-0286","开发复盘行动项执行日志","reference/changelogs/2026-07/2026-07-05-post-dev-review-actions.md","4.5","other","general","general","2026-07-16","active",""
"V9-DOC-0287","变更日志 — 2026-07-05 开发后复盘修复","reference/changelogs/2026-07/2026-07-05-post-dev-review.md","5.8","other","general","general","2026-07-16","active",""
"V9-DOC-0288","V9 系统性文档更新与交叉验证报告","reference/changelogs/2026-07/2026-07-05-systematic-doc-update.md","9.2","other","general","general","2026-07-16","active",""
"V9-DOC-0289","UI 测试与优化更新日志","reference/changelogs/2026-07/2026-07-05-ui-testing-optimization.md","8.8","other","frontend","testing","2026-07-16","active",""
"V9-DOC-0290","2026-07-14 架构治理与代码整理","reference/changelogs/2026-07/2026-07-14-architecture-governance.md","3.1","other","architecture","design","2026-07-16","active",""
"V9-DOC-0291","P1 批次行动清单 — 2026-07-05","reference/changelogs/2026-07/action-list-p1.md","3.1","other","general","general","2026-07-16","active",""
"V9-DOC-0292","P1 批次完整性画像 — 2026-07-05","reference/changelogs/2026-07/completeness-profile-p1.md","1.6","other","general","general","2026-07-16","active",""
"V9-DOC-0293","每日文档变更历史 — 2026-07-12","reference/changelogs/2026-07/daily-doc-validation-2026-07-12.md","43.1","other","ai","general","2026-07-16","active",""
"V9-DOC-0294","JSDoc 注释完整汇总报告","reference/changelogs/2026-07/jsdoc-combined-report-20260712.md","21","other","general","retrospective","2026-07-16","active",""
"V9-DOC-0295","JSDoc 注释补充汇总报告","reference/changelogs/2026-07/jsdoc-update-summary-20260712.md","7.9","other","general","retrospective","2026-07-16","active",""
"V9-DOC-0296","JSDoc 文档更新清单 - Data Collector 模块","reference/changelogs/2026-07/jsdoc-update-summary-data-collector-20260712.md","12.6","other","backend","retrospective","2026-07-16","active",""
"V9-DOC-0297","PR-5 构建性能优化总结","reference/changelogs/2026-07/pr-5-build-optimization-summary.md","2.3","other","frontend","retrospective","2026-07-16","active",""
"V9-DOC-0298","PR-7 tradeErrorClassifier.ts 拆分方案文档","reference/changelogs/2026-07/pr-7-trade-error-classifier-split-plan.md","42.4","other","general","general","2026-07-16","active",""
"V9-DOC-0299","PR-8 重复函数去重审计报告","reference/changelogs/2026-07/pr-8-dedup-audit-report.md","21.8","other","qa","testing","2026-07-16","active",""
"V9-DOC-0300","PR-8 重复函数去重重构方案","reference/changelogs/2026-07/pr-8-dedup-plan.md","11.5","other","general","general","2026-07-16","active",""
"V9-DOC-0301","测试缓存清理修复总结","reference/changelogs/2026-07/test-cache-fix-summary.md","5.8","other","qa","testing","2026-07-16","active",""
"V9-DOC-0302","变更摘要-2026-06-28-phase0-数据层改造","reference/changelogs/变更摘要-2026-06-28-phase0-数据层改造.md","0.1","other","general","general","2026-07-16","active",""
"V9-DOC-0303","Cockpit Widget 框架数据字典","reference/cockpit/data-definition.md","25.5","other","data","general","2026-07-16","active",""
"V9-DOC-0304","数据采集模块数据字典","reference/data-collection/data-definition.md","13.6","other","backend","general","2026-07-16","active",""
"V9-DOC-0305","文档自动更新体系 — 任务看板（单一事实源）","reference/meta/doc-auto-update-kanban.md","11.5","other","general","general","2026-07-16","active",""
"V9-DOC-0306","触发事件 → 更新动作 一一映射权威表","reference/meta/doc-trigger-action-map.md","8.2","other","general","general","2026-07-16","active",""
"V9-DOC-0307","V9 文件系统全面评估报告","reference/meta/file-system-assessment-v2.md","12.1","other","general","general","2026-07-16","active",""
"V9-DOC-0308","文档索引","reference/meta/registry-index.md","45.1","other","general","general","2026-07-17","active",""
"V9-DOC-0309","新闻资讯模块数据字典","reference/news/data-definition.md","14.7","other","data","general","2026-07-16","active",""
"V9-DOC-0310","P4 阶段完成 — 文档体系治理","reference/project/changelogs/2026-07/2026-07-14-p4-completion.md","2.3","other","project","general","2026-07-16","active",""
"V9-DOC-0311","Plans","reference/project/plans/README.md","0.6","other","project","general","2026-07-16","active",""
"V9-DOC-0312","ADR-003: DataBridge 替代直接 dataLayer 写入","reference/project/2026-06-21-databridge-over-direct-datalayer.md","1.1","other","architecture","general","2026-07-16","active",""
"V9-DOC-0313","回归测试套件模板","reference/templates/regression-suite.md","2.3","other","frontend","general","2026-07-16","active",""
"V9-DOC-0314","任务图模板","reference/templates/task-graph-template.md","2.2","other","general","general","2026-07-16","active",""
"V9-DOC-0315","交易持仓管理模块 API 契约文档","reference/trade/api-contract.md","12.7","other","general","general","2026-07-16","active",""
"V9-DOC-0316","01. 愿景与目标","reference/01-vision-and-goals.md","2.5","other","general","planning","2026-07-16","active",""
"V9-DOC-0317","02. 功能规格","reference/02-functional-specs.md","19.1","other","general","requirements","2026-07-16","active",""
"V9-DOC-0318","03. 架构标准","reference/03-architecture-standards.md","71.3","other","architecture","design","2026-07-16","active",""
"V9-DOC-0319","04. UI/UX 规范","reference/04-ui-ux-specs.md","17.2","other","frontend","requirements","2026-07-16","active",""
"V9-DOC-0320","05. 引擎规格","reference/05-engine-specs.md","35.7","other","backend","requirements","2026-07-16","active",""
"V9-DOC-0321","06. 路由规格","reference/06-routing-specs.md","21.4","other","general","requirements","2026-07-16","active",""
"V9-DOC-0322","07. 运营策略","reference/07-operation-strategy.md","9.9","other","general","general","2026-07-16","active",""
"V9-DOC-0323","09. 质量门禁","reference/09-quality-gates.md","11.9","other","qa","testing","2026-07-16","active",""
"V9-DOC-0324","10. 领域词汇表","reference/10-glossary.md","16.2","other","general","general","2026-07-16","active",""
"V9-DOC-0325","ADR-002: IndexedDB 替代 localStorage","reference/2026-06-20-indexeddb-over-localstorage.md","1","other","general","general","2026-07-16","active",""
"V9-DOC-0326","ADR-004: React Router HashRouter","reference/2026-06-21-hashrouter-for-static-hosting.md","1","other","general","general","2026-07-16","active",""
"V9-DOC-0327","ADR-008: 采用 v6-pro-cockpit ""第四次工业革命稀缺核心资源"" 交易策略","reference/2026-06-24-adopt-v6-core-resource-trading-strategy.md","7.5","other","backend","general","2026-07-16","active",""
"V9-DOC-0328","V9 数据库数据关系与时间关系蓝图计划","reference/2026-06-29-data-relationship-blueprint.md","21.2","other","data","general","2026-07-16","active",""
"V9-DOC-0329","2026-07-01-v6-architecture-dominance-batch-a","reference/2026-07-01-v6-architecture-dominance-batch-a.md","12.3","other","architecture","design","2026-07-16","active",""
"V9-DOC-0330","V9 系统界面功能测试与优化执行方案","reference/2026-07-04-ui-testing-optimization.md","38.8","other","frontend","testing","2026-07-16","active",""
"V9-DOC-0331","V9 五层追溯审计 — 修复行动清单","reference/action-list.md","12.9","other","general","general","2026-07-16","active",""
"V9-DOC-0332","ADR-002: IndexedDB 替代 localStorage","reference/adr-002-indexeddb-over-localstorage.md","4.9","other","architecture","design","2026-07-16","active",""
"V9-DOC-0333","ADR-003: DataBridge 替代直接 dataLayer 写入","reference/adr-003-databridge-over-direct-datalayer.md","8.8","other","architecture","design","2026-07-16","active",""
"V9-DOC-0334","ADR-006: 输入舱拆分为四子页面","reference/adr-006-input-cabin-subpages.md","4.2","other","architecture","design","2026-07-16","active",""
"V9-DOC-0335","ADR-013: MCP Server 生命周期管理 SOP","reference/adr-mcp-server-lifecycle.md","8.2","other","architecture","design","2026-07-16","active",""
"V9-DOC-0336","Agent Runtime 实现规格","reference/agent-runtime-spec.md","4.7","other","ai","requirements","2026-07-16","active",""
"V9-DOC-0337","ai-center-contract.md — AI 中心接口契约","reference/ai-center-contract.md","8.2","other","ai","general","2026-07-16","active",""
"V9-DOC-0338","AI 智能体调度中心 / 健康监控 / 诊断分析 — 数据字典","reference/ai-center-data-definition.md","17.5","other","data","general","2026-07-16","active",""
"V9-DOC-0339","AI 生成—审计—修正飞轮","reference/ai-generate-audit-fix-loop.md","4.8","other","ai","testing","2026-07-16","active",""
"V9-DOC-0340","项目专属 AI 记忆层（RAG）","reference/ai-memory-layer.md","2.1","other","architecture","general","2026-07-16","active",""
"V9-DOC-0341","Analysis 舱规格（analysis-cabin-spec）","reference/analysis-cabin-spec.md","2.4","other","backend","requirements","2026-07-16","active",""
"V9-DOC-0342","analysis-contract.md — 投研分析核心子域接口契约","reference/analysis-contract.md","13.4","other","backend","general","2026-07-16","active",""
"V9-DOC-0343","交易持仓管理模块 API 契约文档","reference/api-contract.md","17","other","general","general","2026-07-16","active",""
"V9-DOC-0344","架构设计文档版本比对","reference/architecture-version-comparison.md","12","other","architecture","design","2026-07-16","active",""
"V9-DOC-0345","V9 原子组件构成体系（Atomic Design System）","reference/atomic-component-system.md","20.9","other","frontend","general","2026-07-16","active",""
"V9-DOC-0346","V9 自主工作流使用指南","reference/autonomous-workflow-user-guide.md","9.8","other","frontend","development","2026-07-16","active",""
"V9-DOC-0347","backtest-contract.md — 回测引擎接口契约","reference/backtest-contract.md","9.4","other","qa","testing","2026-07-16","active",""
"V9-DOC-0348","DEPRECATED - backtest-data-definition.md","reference/backtest-data-definition.md","6.4","other","data","testing","2026-07-16","active",""
"V9-DOC-0349","V9 架构文档变更日志","reference/CHANGELOG.md","41.9","other","general","general","2026-07-16","active",""
"V9-DOC-0350","V9 图表组件集成规格","reference/chart-integration.md","7.6","other","general","general","2026-07-16","active",""
"V9-DOC-0351","代码审查快速参考卡片","reference/code-review-cheatsheet.md","5.9","other","general","general","2026-07-16","active",""
"V9-DOC-0352","code-review.md — V9 代码审查标准与流程","reference/CODE-REVIEW.md","17.3","other","general","general","2026-07-16","active",""
"V9-DOC-0353","V9 编码规范（Coding Conventions）","reference/coding-conventions.md","2.9","other","general","general","2026-07-16","active",""
"V9-DOC-0354","collection-contract.md — 数据采集子域接口契约","reference/collection-contract.md","8.8","other","backend","general","2026-07-16","active",""
"V9-DOC-0355","Command 舱规格（command-cabin-spec）","reference/command-cabin-spec.md","2","other","general","requirements","2026-07-16","active",""
"V9-DOC-0356","V9 模块完成度剖面图 — 批次 1","reference/completeness-profile-batch1.md","12.3","other","general","general","2026-07-16","active",""
"V9-DOC-0357","V9 批次 E：输出舱 + 总控舱 + 其他 — 完成度剖面图","reference/completeness-profile-batch5.md","6.3","other","general","general","2026-07-16","active",""
"V9-DOC-0358","V9 模块完成度剖面图 — 全量汇总","reference/completeness-profile.md","15.4","other","general","general","2026-07-16","active",""
"V9-DOC-0359","代码复杂度专项治理规范","reference/complexity-governance.md","2.2","other","general","general","2026-07-16","active",""
"V9-DOC-0360","V9 组件弃用政策","reference/component-deprecation-policy.md","6.3","other","frontend","general","2026-07-16","active",""
"V9-DOC-0361","数据采集模块开发任务清单","reference/data-collection-task-list.md","12.6","other","backend","general","2026-07-16","active",""
"V9-DOC-0362","data-collector-contract.md — 数据采集编排服务","reference/data-collector-contract.md","4.7","other","backend","general","2026-07-16","active",""
"V9-DOC-0363","data-definition.md — V9 主数据字典（整合版）","reference/data-definition.md","58.6","other","data","general","2026-07-16","active",""
"V9-DOC-0364","V9 数据字典索引（DATA_DICTIONARY_INDEX）","reference/data-dictionary-index.md","16.1","other","data","general","2026-07-16","active",""
"V9-DOC-0365","V9 数据流规范","reference/data-flow-spec.md","8.7","other","data","requirements","2026-07-16","active",""
"V9-DOC-0366","数据交互协议","reference/data-interaction-protocols.md","4.8","other","data","general","2026-07-16","active",""
"V9-DOC-0367","DataBridge 改进建议整改实施计划","reference/databridge改进建议整改实施计划.md","7.7","other","data","general","2026-07-16","active",""
"V9-DOC-0368","DataBridge 端点与数据映射清单","reference/databridge端点与数据映射清单.md","34.3","other","data","general","2026-07-16","active",""
"V9-DOC-0369","数据流引擎（DataFlow Engine）数据字典","reference/dataflow-data-definition.md","6.3","other","data","general","2026-07-16","active",""
"V9-DOC-0370","DataFlow Engine 实现规格","reference/dataflow-engine-spec.md","6.3","other","backend","requirements","2026-07-16","active",""
"V9-DOC-0371","data_link_sequence_diagram","reference/data_link_sequence_diagram.md","0.1","other","data","general","2026-07-16","active",""
"V9-DOC-0372","V9 部署运维基线","reference/deployment.md","18.5","other","general","deployment","2026-07-16","active",""
"V9-DOC-0373","V6 Pro UI 模块新旧比对与 V9 吸收报告","reference/deprecated-ui-module-alignment.md","6.5","other","frontend","general","2026-07-16","active",""
"V9-DOC-0374","V9 设计令牌映射表","reference/design-token-mapping.md","22.4","other","frontend","design","2026-07-16","active",""
"V9-DOC-0375","Design Tokens 系统使用指南","reference/design-tokens.md","15.7","other","frontend","design","2026-07-16","active",""
"V9-DOC-0376","V9 智能投研复盘系统 — 开发工作流 SOP","reference/development-workflow-sop.md","18.6","other","project","development","2026-07-16","active",""
"V9-DOC-0377","V9 双策略体系与数据流架构规格","reference/dual-strategy-dataflow-spec.md","6.7","other","data","requirements","2026-07-16","active",""
"V9-DOC-0378","V9 双策略体系 — 更新日志与一致性检查","reference/dual-strategy-update-log-and-consistency-check.md","15.2","other","general","general","2026-07-16","active",""
"V9-DOC-0379","execution-contract.md — 交易执行子域接口契约","reference/execution-contract.md","7.9","other","general","general","2026-07-16","active",""
"V9-DOC-0380","export-contract.md — 导出服务接口契约","reference/export-contract.md","7.7","other","general","general","2026-07-16","active",""
"V9-DOC-0381","V9 操作反馈闭环规格","reference/feedback-loop-spec.md","6.4","other","general","requirements","2026-07-16","active",""
"V9-DOC-0382","fetcher-contract.md — 行情/资讯抓取服务","reference/fetcher-contract.md","5.3","other","general","general","2026-07-16","active",""
"V9-DOC-0383","V9 文件命名规范（File Naming Conventions）","reference/file-naming-conventions.md","8.4","other","general","general","2026-07-16","active",""
"V9-DOC-0384","第四次工业革命稀缺核心资源 — 交易策略解析与 V9 采用方案","reference/fourth-industrial-revolution-core-resource-strategy.md","17.4","other","general","general","2026-07-16","active",""
"V9-DOC-0385","Gateway 层写入权限规范","reference/gateway-write-permission-spec.md","11.9","other","general","requirements","2026-07-16","active",""
"V9-DOC-0386","hybrid-proofread-contract.md — 混合校对（人机协同校验）服务接口契约","reference/hybrid-proofread-contract.md","9.1","other","general","general","2026-07-16","active",""
"V9-DOC-0387","iFinD 插件","reference/ifind.md","2.8","other","general","general","2026-07-16","active",""
"V9-DOC-0388","IMF 插件","reference/imf.md","2.8","other","general","general","2026-07-16","active",""
"V9-DOC-0389","插件技能文档索引","reference/index.md","6.7","other","general","general","2026-07-16","active",""
"V9-DOC-0390","输入舱业务规格与实现映射","reference/input-cabin-spec.md","9.1","other","general","requirements","2026-07-16","active",""
"V9-DOC-0391","输入舱 UI 体系化重塑说明","reference/input-cabin-ui-reshaping.md","4","other","frontend","general","2026-07-16","active",""
"V9-DOC-0392","input-contract.md — 输入处理子域接口契约","reference/input-contract.md","10.6","other","general","general","2026-07-16","active",""
"V9-DOC-0393","JSDoc 与文档门禁规范","reference/jsdoc-convention.md","2.4","other","general","general","2026-07-16","active",""
"V9-DOC-0394","llm-contract.md — 大模型服务接口契约","reference/llm-contract.md","9.5","other","ai","general","2026-07-16","active",""
"V9-DOC-0395","多因子选股筛选器数据字典","reference/multi-factor-screening-data-definition.md","2.7","other","data","general","2026-07-16","active",""
"V9-DOC-0396","news-contract.md — 新闻资讯子域接口契约","reference/news-contract.md","12.1","other","general","general","2026-07-16","active",""
"V9-DOC-0397","NewsPage（智能资讯中心）数据字典","reference/news-data-definition.md","8.4","other","data","general","2026-07-16","active",""
"V9-DOC-0398","Output 舱规格（output-cabin-spec）","reference/output-cabin-spec.md","1.6","other","general","requirements","2026-07-16","active",""
"V9-DOC-0399","portfolio-contract.md — 投资组合（Portfolio）接口契约","reference/portfolio-contract.md","7.8","other","general","general","2026-07-16","active",""
"V9-DOC-0400","Pull Request: P0 级资金安全修复 + P1 路由挂载 + 测试覆盖增强","reference/pr-description.md","10","other","general","general","2026-07-16","active",""
"V9-DOC-0401","pwa-contract.md — PWA Service Worker 接口契约","reference/pwa-contract.md","6.2","other","general","general","2026-07-16","active",""
"V9-DOC-0402","V9 PWA 离线化实施指南","reference/pwa-offline-guide.md","6.2","other","frontend","development","2026-07-16","active",""
"V9-DOC-0403","rbac-contract.md — RBAC 权限管理子域接口契约","reference/rbac-contract.md","15","other","general","general","2026-07-16","active",""
"V9-DOC-0404","reference — 技术参考","reference/README.md","2.4","other","general","general","2026-07-17","active",""
"V9-DOC-0405","文档索引","reference/registry-index.md","21.7","other","general","general","2026-07-17","active",""
